,Fechas,Links
148,"octubre 28, 2022",https://lopezobrador.org.mx/2022/10/28/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-desde-baja-california-sur-3/
149,"octubre 27, 2022",https://lopezobrador.org.mx/2022/10/27/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-843/
150,"octubre 26, 2022",https://lopezobrador.org.mx/2022/10/26/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-842/
151,"octubre 25, 2022",https://lopezobrador.org.mx/2022/10/25/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-841/
152,"octubre 24, 2022",https://lopezobrador.org.mx/2022/10/24/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-840/
153,"octubre 23, 2022",https://lopezobrador.org.mx/2022/10/23/version-estenografica-modernizacion-de-carretera-la-pera-cuautla-desde-tepoztlan-morelos/
154,"octubre 22, 2022",https://lopezobrador.org.mx/2022/10/22/version-estenografica-acciones-de-mejoramiento-urbano-en-ayoxuxtla-desde-huehuetlan-el-chico-puebla/
155,"octubre 22, 2022",https://lopezobrador.org.mx/2022/10/22/version-estenografica-supervision-de-camino-rural-en-olinala-guerrero/
156,"octubre 21, 2022",https://lopezobrador.org.mx/2022/10/21/version-estenografica-supervision-de-camino-rural-en-tlapa-de-comonfort-guerrero/
157,"octubre 21, 2022",https://lopezobrador.org.mx/2022/10/21/version-estenografica-programas-para-el-bienestar-desde-chilapa-de-alvarez-guerrero/
158,"octubre 21, 2022",https://lopezobrador.org.mx/2022/10/21/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-839/
159,"octubre 20, 2022",https://lopezobrador.org.mx/2022/10/20/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-838/
160,"octubre 19, 2022",https://lopezobrador.org.mx/2022/10/19/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-837/
161,"octubre 18, 2022",https://lopezobrador.org.mx/2022/10/18/version-estenografica-plan-de-apoyo-a-tamaulipas/
162,"octubre 18, 2022",https://lopezobrador.org.mx/2022/10/18/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-836/
163,"octubre 17, 2022",https://lopezobrador.org.mx/2022/10/17/version-estenografica-de-la-conferencia-de-prensa-matutina-del-presidente-andres-manuel-lopez-obrador-835/
